Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,5/07/2021,27745.07,AUD,Allens Asphalt Pty Ltd,34/40 Potassium Street Narangba QLD 4504,NO,NO,,,,,,,,,4502442165,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,1/07/2021,27335,AUD,JWA Oilfield Supplies Pty Ltd,PO BOX 5015 Canning Vale South WA 6155,NO,NO,,,,,,,,,4502441681,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,5/07/2021,26400,AUD,Flexihire Pty Ltd,PO Box 29 Brisbane Markets QLD 4106,NO,NO,,,,,,,,,4502442264,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/07/2021,26400,AUD,Westray Engineering,PO Box 2222 Caringbah NSW 2229,NO,NO,,,,,,,,,4502450409,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,19/07/2021,26235,AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,,4502444353,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/07/2021,26180,AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502442964,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/07/2021,26105.2,AUD,Dexion Hendra,PO Box 3128 Hendra QLD 4011,NO,NO,,,,,,,,,4502444002,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/07/2021,25520,AUD,Kellogg Brown & Root Pty Ltd,199 Grey Street South Brisbane QLD 4101,NO,NO,,,,,,,,,4502443155,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,15/07/2021,24979.9,AUD,Macpherson James Civil Pty Ltd,PO Box 340 Rocklea QLD 4106,NO,NO,,,,,,,,,4502444013,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,5/07/2021,24882,AUD,Mears Construction,Lot 1 Hynes Street South Johnstone QLD 4859,NO,NO,,,,,,,,,4502442192,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PEST CONTROL,2/07/2021,24544.09,AUD,Rapid Spray,PO Box 3119 Mcdougalls Hill NSW 2330,NO,NO,,,,,,,,,4502441857,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PIPE TUBE HOSE & FIT,8/07/2021,24330.15,AUD,FRC Pipes,46 Randle Road Meeandah QLD 4008,NO,NO,,,,,,,,,4502442949,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,9/07/2021,24145,AUD,Delta Electronics (Australia),39 Herbert Street St Leonards NSW 2065,NO,NO,,,,,,,,,4502442992,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,8/07/2021,24035,AUD,Delta Electronics (Australia),39 Herbert Street St Leonards NSW 2065,NO,NO,,,,,,,,,4502442915,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,21/07/2021,23565.3,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502446732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,21/07/2021,23565.3,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502446741,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/07/2021,23462.34,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502442133,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,22/07/2021,23452,AUD,Base Building & Maintenance Service,991 Stanley Street East East Brisbane QLD 4169,NO,NO,,,,,,,,,4502446805,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/06/2021,23420.03,AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,YES,NO,,,,,,,,,4502433754,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,22660,AUD,Aldridge Railway Signals Pty Ltd,PO Box 33 Flemington Markets NSW 2129,NO,NO,,,,,,,,,4502447220,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,15/07/2021,22072.6,AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502443921,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/07/2021,22033,AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502447123,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,2/07/2021,21913.16,AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,NO,NO,,,,,,,,,4502441928,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,6/07/2021,21867.48,AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502442409,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,6/07/2021,21867.48,AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502442412,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/07/2021,21540.11,AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502443728,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/07/2021,21285,AUD,Pandrol Australia Pty Ltd,7 Bessemer Street Blacktown NSW 2148,NO,NO,,,,,,,,,4502442682,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,27/07/2021,21229.89,AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502447426,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,6/07/2021,21173.9,AUD,Construction Sciences Pty Ltd,PO Box 253 Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502442318,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/07/2021,21081.5,AUD,Green Leaf Services,Po Box 62 Narangba QLD 4504,NO,NO,,,,,,,,,4502446673,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,29/07/2021,20988,AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,,4502450543,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,26/07/2021,20394,AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4502447330,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/07/2021,20350,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502446833,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,20350,AUD,Galiyarr Technologies Pty Ltd,40 McNeill Road Kallangur QLD 4503,NO,NO,,,,,,,,,4502447304,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2021,19897.35,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502443372,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PC PURCHASE,22/07/2021,19717.5,AUD,APC Technology,177 William Street Darlinghurst NSW 2010,NO,NO,,,,,,,,,4502446922,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,26/07/2021,19594.74,AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502447237,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,7/07/2021,19371,AUD,Morgan Advanced Materials,Belmore Road Riverwood NSW 2210,NO,NO,,,,,,,,,4502442623,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,12/07/2021,19305,AUD,Woodtech Engineering Pty Ltd,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502443295,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,26/07/2021,19233.5,AUD,Cold Forged Products,19 Resolution Drive Caringbah NSW 2229,NO,NO,,,,,,,,,4502447246,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,13/07/2021,19010,AUD,MHF Group QLD,PO Box 7129 Hemmant QLD 4174,NO,NO,,,,,,,,,4502443418,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/07/2021,18645,AUD,Clift Engineering Pty Ltd,6 Chelmsbrook Drive Rainbow Flat NSW 2430,NO,NO,,,,,,,,,4502450794,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/07/2021,18603.75,AUD,A & S Steel Fabrications Pty Ltd,PO Box 30 Banyo QLD 4014,NO,NO,,,,,,,,,4502442631,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,6/07/2021,18480,AUD,Construction Sciences Pty Ltd,PO Box 253 Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502442521,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,16/07/2021,18442.6,AUD,Cold Forged Products,19 Resolution Drive Caringbah NSW 2229,NO,NO,,,,,,,,,4502444111,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,20/07/2021,18401.06,AUD,Meridian Communications,71 Metrolink Circuit Campbellfield VIC 3061,NO,NO,,,,,,,,,4502444537,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,7/07/2021,18315,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502442715,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,15/07/2021,18315,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502443978,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/07/2021,18311.7,AUD,A & S Steel Fabrications Pty Ltd,PO Box 30 Banyo QLD 4014,NO,NO,,,,,,,,,4502450412,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL FABR MATLS,9/07/2021,18183,AUD,Forest One Australia Pty Ltd,PO Box 315 Bungalow QLD 4870,NO,NO,,,,,,,,,4502443077,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/07/2021,18123.6,AUD,Heinzmann Australia Pty Ltd,10 Virginia Street Geebung QLD 4034,NO,NO,,,,,,,,,4502447081,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,15/07/2021,18084,AUD,Woodtech Engineering Pty Ltd,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502444005,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/07/2021,17812.17,AUD,Atlas Copco Compressors Australia,88 Stradbroke Street Heathwood QLD 4110,NO,NO,,,,,,,,,4502450661,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTING SERVICES,10/01/2020,17678,AUD,DSTechwrite,PO Box 298 Brendale QLD 4500,YES,NO,,,,,,,,,CW2280694,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/07/2021,17600,AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502444119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,22/06/2021,17600,AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502437667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/07/2021,17160,AUD,Ultimate Australia Transportation,23 Carl Court Hallam VIC 3803,NO,NO,,,,,,,,,4502443947,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BOOKS MAPS PUBLICNS,21/07/2021,17160,AUD,Queensland Decal Pty Ltd,36 Benronald Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502446733,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,17066.89,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502447371,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/07/2021,16817.96,AUD,All Rail Services Pty Ltd,37 Benjul Drive Beenleigh QLD 4207,NO,NO,,,,,,,,,4502442241,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/07/2021,16544,AUD,Voestalpine Railway Systems,PO Box 391 Mackay QLD 4740,NO,NO,,,,,,,,,4502444377,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/06/2021,16500,AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,YES,NO,,,,,,,,,4502441465,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,23/07/2021,16472.41,AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502447115,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,21/07/2021,16303.98,AUD,Kingston Human Capital,307 Queen Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502446609,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,16086.37,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502447347,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", FENCING CONTRACTS,16/07/2021,15929.76,AUD,Alpha Merchandise Pty Ltd,PO Box 40 Alpha QLD 4724,NO,NO,,,,,,,,,4502444118,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,27/07/2021,15921.1,AUD,Bundy Diesel Specialists,PO Box 3098 Bundaberg QLD 4670,NO,NO,,,,,,,,,4502447561,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,6/07/2021,15845.06,AUD,All Rail Services Pty Ltd,37 Benjul Drive Beenleigh QLD 4207,NO,NO,,,,,,,,,4502442441,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/07/2021,15757.5,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502441974,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,6/07/2021,15510,AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,,4502442353,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,28/07/2021,15477,AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502450458,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,8/07/2021,15457.29,AUD,Don Neal Electrical,PO Box 3163 North Mackay QLD 4740,NO,NO,,,,,,,,,4502442793,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,15185.5,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502447219,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,20/07/2021,14850,AUD,Ausspray Engineering,71 Northern Link Curcuit Shaw QLD 4818,NO,NO,,,,,,,,,4502444539,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,30/07/2021,14762,AUD,Mears Construction,Lot 1 Hynes Street South Johnstone QLD 4859,NO,NO,,,,,,,,,4502450862,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",1/07/2021,14747.7,AUD,Mt Marrow Blue Metal,237 Mt Marrow Quarry Road Haigslea QLD 4306,NO,NO,,,,,,,,,4502441644,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/07/2021,14710.85,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502444248,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,27/07/2021,14642.14,AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502447429,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/07/2021,14636.93,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502447493,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,23/07/2021,14635.08,AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4502447090,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,22/07/2021,14593.15,AUD,Total Building Maintenance-Qld,PO Box 381 Virginia QLD 4014,NO,NO,,,,,,,,,4502446873,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",WASTE DISPOSAL,12/07/2021,14462.98,AUD,ERS Australia,10 Platinum Street Crestmead QLD 4132,NO,NO,,,,,,,,,4502443275,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,7/07/2021,14435.52,AUD,All Rail Services Pty Ltd,37 Benjul Drive Beenleigh QLD 4207,NO,NO,,,,,,,,,4502442669,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/07/2021,14399,AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502446719,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,5/07/2021,14243.12,AUD,Condamine Drilling Pty Ltd,478 Boundary Street Toowoomba QLD 4350,NO,NO,,,,,,,,,4502442136,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,14/07/2021,14198.36,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502443687,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/07/2021,14169.65,AUD,Jade Engineering Qld Pty Ltd,29 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502443140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/07/2021,14135,AUD,Nomad Digital Pty Ltd,256 Adelaide Terrace Perth WA 6000,NO,NO,,,,,,,,,4502441703,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,14100,AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502447370,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,27/07/2021,14080,AUD,Kalinda IT Pty Ltd,"Level 12, 88 Phillip Street Sydney NSW 2000",NO,NO,,,,,,,,,4502447519,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,20/07/2021,14062.4,AUD,GLD Constructions,41 Walnut Street Wynnum QLD 4178,NO,NO,,,,,,,,,4502444533,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,7/07/2021,13948,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502442636,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,20/07/2021,13860,AUD,Ausspray Engineering,71 Northern Link Curcuit Shaw QLD 4818,NO,NO,,,,,,,,,4502444513,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,16/07/2021,13856.92,AUD,Braemac Pty Ltd,59-61 Burrows Road Alexandria NSW 2015,NO,NO,,,,,,,,,4502444168,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/07/2021,13750,AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502443860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", FENCING CONTRACTS,5/07/2021,13714.25,AUD,RMC Carpentry Pty Ltd,PO Box 154 Cloncurry QLD 4824,NO,NO,,,,,,,,,4502442158,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,13/07/2021,13547.27,AUD,CDM Smith Australia Pty Ltd,"Level 4, 51 Alfred Street Fortitude Valley QLD 4006",NO,NO,,,,,,,,,4502443558,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,23/07/2021,13524.5,AUD,Halloran & Sons Earth Moving Pty Lt,Lot 2 Sanbek Road Gumlow QLD 4815,NO,NO,,,,,,,,,4502447047,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/07/2021,13368.43,AUD,Hydratorque Queensland,PO Box 7091 Hemmant QLD 4174,NO,NO,,,,,,,,,4502444203,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,6/07/2021,13365,AUD,Electro 80,433 Logan Road Stones Corner QLD 4120,NO,NO,,,,,,,,,4502442326,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/07/2021,13310,AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502441668,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,7/07/2021,13200,AUD,Ausfield Services,3 Ugarte Street Bushland Beach QLD 4818,NO,NO,,,,,,,,,4502442573,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,28/07/2021,13200,AUD,Roma Transport Services,PO Box 253 Roma QLD 4455,NO,NO,,,,,,,,,4502450273,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2021,13200,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502447196,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,16/07/2021,13180.99,AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502444152,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,14/07/2021,13123.68,AUD,Loram Pty Ltd,60 Castlereagh Street Sydney NSW 2000,NO,NO,,,,,,,,,4502443639,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/07/2021,12925,AUD,ESS Earth Sciences,141 Palmer Street Richmond VIC 3121,NO,NO,,,,,,,,,4502447305,,,,,
